uid,sentence1,sentence2,label
uit_Adver_2393_1_21_12,"Ứng dụng di động My Yamaha Motor giúp người dùng đăng ký bảo hành, bảo trì điện tử, kiểm tra lịch sử xe và tra cứu nhiều thông tin.",Ứng dụng di động My Yamaha Motor không đem kết quả như mong muốn.,Intrinsic-Hal
uit_Adver_1103_5_11_06,"Trong khuôn khổ toạ đàm, ông Nguyễn Trường Hiệp, Giám đốc tư vấn Chuyển đổi số FPT Digital sẽ đánh giá đại dịch Covid-19 đã tác động và thúc đẩy quá trình chuyển đổi số, ứng dụng công nghệ vào ngành tài chính - ngân hàng như thế nào.",Đại dịch Covid-19 đã có những ảnh hưởng tích cực đến chuyển đổi số và ứng dụng công nghệ trong lĩnh vực tài chính - ngân hàng.,Entailment
uit_Adver_2542_3_31_13,Không ít các em trong số đó có hoàn cảnh khó khăn nên chưa có điều kiện phẫu thuật.,Do có hoàn cảnh khó khăn nên không ít các em mãi không thể có điều kiện phẫu thuật.,Extrinsic-Hal
uit_Adver_2148_5_21_11,Vaccine Covid-19 đang được sử dụng tại Việt Nam là của hãng AstraZeneca.,Loại vaccine đang được sử dụng và sản xuất tại Việt Nam tên là AstraZeneca.,Intrinsic-Hal
uit_Adver_223_1_11_02,Những du khách đã tiêm vaccine đầy đủ sẽ được miễn xét nghiệm Covid-19 khi nhập cảnh đảo quốc Caribbean.,Có tất cả 13 nước trong đảo quốc Caribbean.,Entailment
uit_Adver_1401_1_31_08,"HCDC sáng 29/5 ghi nhận 5 trường hợp nghi mắc Covid-19 liên quan Hội thánh Truyền giáo Phục hưng, một liên quan hai vợ chồng ở Tân Phú.",Hai vợ chồng ở Tân Phú có liên quan đến Hội thánh Truyền giáo Phục hưng.,Extrinsic-Hal
uit_Adver_2577_5_31_13,"Cô nhiếp ảnh gia lên kế hoạch để dự định của cả hai đều được thực hiện, nhưng vẫn là bí mật với người còn lại.",Nhiếp ảnh gia khiến cả hai bất ngờ về bí mật mà cô đã giữ.,Extrinsic-Hal
uit_Adver_226_4_31_02,"Khi ăn, chiếc bánh còn nóng hổi, thơm mùi khói bếp do được nướng trong lò gạch, than củi.",Chiếc bánh thơm mùi khói bếp thì rất ngon.,Extrinsic-Hal
uit_Adver_696_4_21_04,"Lesli Linka Glatter, nổi tiếng với loạt phim Homeland, giữ vai trò đạo diễn.","Trong thời gian tới, Homeland sẽ  được công chiếu do Lesli làm đạo diễn.",Intrinsic-Hal
uit_Adver_1822_3_11_10,"Hôm 17/4, Barca đã đè bẹp Bilbao 4-0 ở chung kết để đoạt Cup Nhà Vua.","Vào tuần thứ 3 của tháng 4, Barca đã giành chiến thắng.",Entailment
uit_Adver_2079_1_11_11,"Chính quyền dựng rào chắn, yêu cầu hàng nghìn cư dân tòa Park 9, khu đô thị Times City, Hà Nội, không ra khỏi nhà sau khi xác định một ca nghi mắc Covid-19.",Một ca nghi mắc Covid-19 khiến toà Park 9 thuộc khu đô thị Times City bị phong toả.,Entailment
uit_Adver_2025_5_11_11,"Hiện Thừa Thiên Huế có 5 di sản thế giới gồm quần thể di tích cố đô Huế được công nhận là di sản văn hóa thế giới vào năm 1993; Nhã nhạc, âm nhạc cung đình Việt Nam được công nhận là kiệt tác di sản truyền khẩu và phi vật thể của nhân loại vào năm 2003; Mộc bản triều Nguyễn là di sản tư liệu thế giới vào năm 2009; Châu bản triều Nguyễn là di sản tư liệu thế giới vào năm 2014 và Thơ văn trên kiến trúc cung đình Huế là di sản tư liệu thế giới vào năm 2016.",Cố đô Huế được công nhận sớm nhất trong 5 di sản thế giới hiện có.,Entailment
uit_Adver_1275_2_11_07,"Ngày 9/5, ba nghi phạm là Đăng Xuân Tuấn, 42 tuổi, Phạm Trung Tấn, 39 tuổi và Trần Thị Hường, 44 tuổi bị Công an tỉnh Vĩnh Phúc khởi tố để điều tra tội Tổ chức cho người khác xuất cảnh hoặc ở lại Việt Nam trái phép.","Hai người đàn ông lần lượt sinh năm 1980, 1983 và một người phụ nữ sinh năm 1978 đã bị khởi tố do có hành vi vi phạm pháp luật.",Entailment
uit_Adver_298_4_21_02,"Người tham dự chia sẻ cảm nhận về vẻ đẹp, con người, văn hóa, ẩm thực và trải nghiệm các điểm đến, sản phẩm du lịch Quảng Bình; kinh nghiệm, thông tin, hướng dẫn về các điểm, sản phẩm du lịch và những trải nghiệm thú vị, câu chuyện truyền cảm hứng đi du lịch Quảng Bình; nhận thức và ý thức về phát triển du lịch bền vững và các nội dung liên quan đến du lịch...","Người tham dự sẽ chia sẻ cảm nhận về vẻ đẹp, tình trạng cướp bóc của con người tại Quảng Bình, nhận thức và ý thức của mọi người về trộm cắp.",Intrinsic-Hal
uit_Adver_32_1_31_01,Diễn đàn Chuyển đổi số và Lễ vinh danh 10 Lãnh đạo công nghệ trẻ 2021 của VnExpress sẽ được tổ chức vào ngày 10/6 thay vì 20/5.,Trong số 10 lãnh đạo công nghệ trẻ được vinh danh thì có hai người là nữ.,Extrinsic-Hal
uit_Adver_280_4_21_02,"""Ban đầu quán chỉ có khoảng 3, 4 món, khách đến ăn họ hỏi món này món kia, góp ý cho mình rồi dần mới có nhiều món như hiện tại.","Quán đi ngược lại với tiêu chí ""đón nhận ý kiến khách hàng"".",Intrinsic-Hal
uit_Adver_1878_3_31_10,"Theo Sky Sports, Buffon chưa có ý định giải nghệ.",Sky Sport sau khi phỏng vấn 1h với Buffon thì anh ấy chưa có ý định giải nghệ.,Extrinsic-Hal
uit_Adver_978_1_21_05,Các nhà thiên văn học phát hiện một hành tinh khí khổng lồ nặng bất thường và có quỹ đạo nằm rất xa ngôi sao chủ.,Hành tinh khí luôn rất nặng.,Intrinsic-Hal
uit_Adver_2339_1_31_12,"Không lâu sau lần ra mắt toàn cầu hôm 23/2, Harley-Davidson Pan America 1250 cập bến Việt Nam, nhập khẩu Thái Lan.",Harley-Davidson Pan America 1250 cập bến Việt Nam tại Sài Gòn.,Extrinsic-Hal
uit_Adver_1143_2_31_06,"iPrice vừa so sánh chi phí sinh hoạt trung bình hàng tháng của 6 thành phố lớn tại Đông Nam Á dựa trên số liêu từ Numbeo, một trong những cơ sở dữ liệu lớn nhất thế giới do người dùng đóng góp.",Người dùng là nguồn thu thập dữ liệu ổn định và hiệu quả nhất khi so sánh dữ liệu.,Extrinsic-Hal
uit_Adver_2484_4_21_13,"""Run for Pride"" mang thông điệp hưởng ứng với một xã hội đa màu sắc, nơi những người thuộc cộng đồng LGBT (người đồng tính, song tính và chuyển giới) được sống với giới tính thật, được là chính mình, được yêu và bày tỏ cảm xúc.","""Run for Pride"" mang thông điệp hưởng ứng với một xã hội đa màu sắc, nơi mọi người được thoải mái tô vễ bức tranh của mình bằng nhiều màu chứ không gò bó.",Intrinsic-Hal
uit_Adver_2145_3_21_11,Huyện Quế Võ với dân số khoảng 190.000 người áp dụng giãn cách xã hội theo chỉ thị 15 từ 6h hôm nay.,Chỉ có 19.000 người của Huyện Quế Võ phải áp dụng giãn cách xã hội theo chỉ thị 1.,Intrinsic-Hal
uit_Adver_373_5_31_02,"Năm 2021, ngành du lịch tỉnh kỳ vọng thu hút 4 triệu lượt khách, mang về doanh thu ước đạt 5.200 tỷ đồng.","Trong năm 2021, ngành du lịch dự kiến sẽ phát triển vượt bậc.",Extrinsic-Hal
uit_Adver_2411_1_11_13,"Nhiều mẫu vòng tay đá thiên nhiên đa dạng màu sắc, kiểu dáng, kích cỡ... dành cho nam giới, hiện có giá ưu đãi đến 50% trên Shop VnExpess.",Các loại vòng tay đá cho nam được giảm còn nửa giá tiền trên Shop VNExpress.,Entailment
uit_Adver_655_5_21_04,Khánh Vân đang bước vào ngày hoạt động thứ ba tại Miss Universe.,Khánh Vân đang bước ngày vào thứ ba tại Miss Universe.,Intrinsic-Hal
uit_Adver_1366_4_21_07,"Từ trình báo của nạn nhân, sau hai ngày điều tra, Tài bị Công an thị xã Kỳ Anh bắt.",Nạn nhân cung cấp cho công an camera để nhận dạng hung thủ.,Extrinsic-Hal
uit_Adver_168_1_31_01,"""Sổ cái"" - tính năng ưu việt nhất của Bitcoin - đang thành điểm yếu chí mạng của tiền ảo này vì không được kiểm soát.",Bitcoin có rất nhiều tính năng ưu việt nhưng lại trở thành điểm yếu chí mạng.,Extrinsic-Hal
uit_Adver_2393_2_21_12,"Với mong muốn tiên phong tạo ra một thế giới thông minh kết nối giữa con người và xe, Yamaha đã cho ra mắt ứng dụng Y-connect trên mẫu xe NVX 155 VVA 2020.",Hãng xe Jupiter đã cho ra mắt ứng dụng Y-connect.,Intrinsic-Hal
uit_Adver_168_2_11_01,"""Sổ cái"" là nơi ghi lại toàn bộ thay đổi trong chuỗi khối của Bitcoin.","Số khối thay đổi của Bitcoin được ghi vào một thứ gọi là ""sổ cái"".",Entailment
uit_Adver_1038_1_21_06,"VASEP cho rằng TP HCM ra quy định về thu phí hạ tầng cửa khẩu, cảng biển trong bối cảnh Covid-19 sẽ khiến doanh nghiệp tăng thêm hàng tỷ đồng tiền phí.","Các doanh nghiệp sẽ phải đóng lệ phí hạ tầng cửa khẩu, cảng biển cho TP HCM.",Intrinsic-Hal
uit_Adver_1384_2_31_07,"Theo điều tra, Hải cùng nhóm bạn đến quán bar trên đường Nguyễn Đình Chiểu, phường Hàm Tiến chơi, rạng sáng 25/4.",Hải và nhóm bạn cũng đã đi chơi ở một địa điểm khác,Extrinsic-Hal
uit_Adver_1666_5_31_09,"Merry nói thêm rằng trong 12 năm làm cảnh sát trưởng, ông chưa từng gặp tình huống nào thế này.","Trước khi làm cảnh sát trưởng, ông đã gặp một trường hợp tương tự như vậy.",Extrinsic-Hal
uit_Adver_2413_2_21_13,"Hưởng ứng thỏa thuận hợp tác phát triển thương mại điện tử giữa Sở Công thương tỉnh Bến Tre và Hiệp hội Thương mại điện tử Việt Nam, nhiều đặc sản của xứ dừa đã được bày bán trên Shop VnExpress.",Nhiều đặc sản của xứ dừa đã được cấm bày bán trên Shop VnExpress.,Intrinsic-Hal
uit_Adver_1815_4_21_10,"Sau khi loại Real ở bán kết Champions League, Chelsea có cơ hội đoạt cú đúp danh hiệu.",Chelsea đoạt cú đúp danh hiệu trong 2 năm liên tiếp.,Intrinsic-Hal
uit_Adver_638_5_21_04,"Cô sinh ra trong gia đình nghèo, từng làm kế toán ở quê.",Gia đình cô nghèo nhất trong xóm nhà giàu.,Intrinsic-Hal
uit_Adver_1842_3_11_10,"Trong ngày khai mạc, Spieth ghi bảy birdie và một eagle trong bảng điểm không bogey.",Spieth đã lập nhiều thành tích tốt tại ngày khai mạc.,Entailment
uit_Adver_152_4_21_01,"Với người dùng các quốc gia khác ngoài Mỹ, CEO của Tesla nói có thể mua xe bằng Bitcoin ""vào cuối năm nay"".","Trong năm nay, hệ thống bán hàng của Tesla sẽ được hoàn thiện.",Intrinsic-Hal
uit_Adver_1340_2_11_07,"Phú, trú xã Nghi Kim (TP Vinh) bị khởi tố tội Giết người, Công an Nghệ An cho biết, ngày 3/5.",Vi phạm hình sự của Phú thuộc thẩm quyền xử lý của Công an Nghệ An.,Entailment
uit_Adver_1775_4_11_09,"Tàu ngầm Kazan đã hoàn tất cuộc thử nghiệm cấp nhà nước trên Biển Trắng hồi cuối năm ngoái, phóng thành công các tên lửa hành trình Kalibr và tên lửa diệt hạm siêu thanh Oniks.",Cuộc thử nghiệm cấp nhà nước trên Biển Trắng hồi cuối năm ngoái đã thành công đúng như mong đợi.,Entailment
uit_Adver_634_2_31_04,"Theo CNN, ngày 10/5, đại diện đài NBC nói qua một thông cáo báo chí: ""Chúng tôi tin Hiệp hội Báo chí Nước ngoài Hollywood - HFPA - sẽ cải tổ.","Vào ngày 10/5 chỉ có duy nhất thông cáo của đại diện NBC làm mọi người quan tâm, theo CNN.",Extrinsic-Hal
uit_Adver_988_5_31_05,"""Các khu bảo tồn thiên nhiên ở Peru một lần nữa đóng góp giá trị cho khoa học và chứng minh được tính đa dạng sinh học"", SERNANP nhấn mạnh trong một tuyên bố.",Các khu bảo tồn thiên nhiên ở Peru được SERNANP coi trọng vì bảo quản nhiều loài quý hiếm chứng minh được tính đa dạng sinh học.,Extrinsic-Hal
uit_Adver_2134_2_31_11,"Gần 20h, hơn chục cảnh sát, dân quân canh gác ở khu vực dài 30 m trước toà nhà căn hộ mini 7 tầng cho thuê trên đường số 3.",Trên đường số 3 có một tòa nhà căn hộ mini 7 tầng cho thuê.,Extrinsic-Hal
uit_Adver_2100_2_31_11,Anh Dương hãm phanh và cho tàu dừng hẳn lúc 18h30 ngày 21/5 ở địa phận xã Hưng Mỹ.,Anh Dương hãm phanh và cho tàu dừng hẳn lúc 6h30 chiều ở xã Hưng Mỹ để vận chuyển hàng hoá lên bờ.,Extrinsic-Hal
uit_Adver_2577_2_11_13,"Câu chuyện tình yêu vừa được nhiếp ảnh gia Miranda Anderson - người vô tình được chứng kiến điều thú vị này, chia sẻ.",Miranda Anderson lan tỏa câu chuyện ái tình mình bắt gặp.,Entailment
uit_Adver_612_4_31_04,"Bảo Thanh và ông xã Đức Thắng kết hôn năm 2011, khi cô 21 tuổi, là sinh viên Đại học Sân khấu Điện ảnh Hà Nội.",Bảo Thanh và ông xã quyết định đến với nhau khi cô chỉ mới là sinh viên tại trường đại học.,Extrinsic-Hal
uit_Adver_2393_4_11_12,"Việc ra mắt ứng dụng ""My Yamaha Motor"" hứa hẹn sẽ mang đến trải nghiệm tốt hơn cho người dùng, là công cụ hữu ích để khách hàng chăm sóc xe hiệu quả nhất.",Khách hàng sẽ được nhà sản xuất cung cấp đầy đủ mọi thông tin hoặc dịch vụ chăm sóc xe.,Entailment
uit_Adver_1651_3_31_09,"""Tôi sẽ tập trung vào đoàn kết đất nước, vì đó là điều người dân Mỹ và cử tri của chúng ta xứng đáng được hưởng"", bà nói với các phóng viên sau khi trở thành người phụ nữ quyền lực nhất của đảng Cộng hòa tại quốc hội.",Trước khi trờ thành người phụ nữ quyền lực nhất của đảng Cộng hòa tại quốc hội bà là một người mang giới tính nam.,Extrinsic-Hal
uit_Adver_988_1_21_05,Các quan chức Peru hôm 21/4 công bố phát hiện một loài ếch chưa từng được biết đến trong khu bảo tồn El Sira ở miền trung nước này.,Trong khu bảo tồn El Sira ở miền trung Peu đã tìm thấy loài ếch chưa từng được biết đến do sư tình cờ của nhân viên kiểm lâm phát hiện.,Intrinsic-Hal
uit_Adver_1362_1_21_07,"Dương Đình Lộc, 21 tuổi, bị phạt 15 năm tù vì lừa bán nhiệt kế điện tử và khẩu trang y tế khi Covid-19 bùng phát đầu năm 2020.",Pháp luật Việt Nam cho phép việc lừa bán nhiệt kế điện tử và khẩu trang y tế.,Intrinsic-Hal
uit_Adver_762_2_31_04,"Trên trang cá nhân hôm 26/4, diễn viên đăng ảnh diện blazer màu neon - xu hướng hot trên các sàn diễn thời trang những năm gần đây.",Giới trẻ lựa chọn các tông màu neon sặc sỡ vì tính chất nổi bật khi ra ngoài ánh sáng.,Extrinsic-Hal
uit_Adver_2276_3_21_12,Cả người lái và chiếc xe hai bánh văng ra đường.,Chủ xe và chiếc xe hai bánh may mắn vẫn chạy bình thường.,Intrinsic-Hal
uit_Adver_1423_5_21_08,"Nam, 40 tuổi, sống tại khu đô thị Đặng Xá, Đặng Xá, Gia Lâm, xét nghiệm dương tính nCoV hôm nay.","Nam 40 tuổi ống tại khu đô thị Đặng Xá, Đặng Xá, Gia Lâm biết mình dương tính với nCoV trước khi xét nghiệm vào hôm nay.",Intrinsic-Hal
uit_Adver_2568_1_31_13,"Hơn một năm qua, vợ chồng Tracie sống trong cảnh ""có nhà mà không được về"", vì dù đã hoàn tất giao dịch mua bán mà chủ cũ không chịu chuyển đi.",Chủ mới của ngôi nhà là một cặp nam-nữ.,Extrinsic-Hal
uit_Adver_2243_3_31_12,"Khi cảnh sát có mặt để giải quyết vụ việc, tài xế Toyota từ chối kiểm tra nồng độ cồn và nói rằng người vợ lái xe chứ không phải mình.",Vì không muốn bị phát giác việc mình không tỉnh táo khi lái xe nên đã quy mọi trách nhiệm cho vợ.,Extrinsic-Hal
uit_Adver_206_5_31_02,"Chính quyền Phuket cũng khẳng định đang chuẩn bị mở cửa đón khách đã tiêm phòng từ 1/7, trong một chương trình thí điểm quốc gia.",Phuket thu hút lượng lớn khách du lịch hằng năng rất cao nên đã được chọn làm nơi mở cửa đầu tiên.,Extrinsic-Hal
uit_Adver_1511_4_31_08,"Che kín mũi, miệng khi họ hoặc hắt hơi bằng khuỷu tay, hoặc khăn vải, khăn tay, khăn giấy.","Che kín mũi, miệng khi họ hoặc hắt hơi để tránh phát tán virus.",Extrinsic-Hal
uit_Adver_1842_2_11_10,"Giải diễn ra trên sân TPC Craig Ranch par72 với quỹ thưởng 8,1 triệu USD.",Giải có quỹ thưởng vô cùng giá trị to lớn.,Entailment
uit_Adver_244_1_21_02,"Không để ý đến những du khách xung quanh, con sư tử biển bắt đầu lạch bạch dọc theo bãi biển hoang sơ và lăn lộn trên cát.","Sư tử biển là một loài động vật giống như cá, chỉ có thể sống và hoạt động trong nước.",Intrinsic-Hal
uit_Adver_206_3_21_02,Tiến sĩ Traisulee Traisoranakul từ Trung tâm Xử lý Tình hình Covid-19 (CCSA) cho biết các biện pháp mới sẽ giúp du khách dễ dàng tiếp cận các điểm du lịch chính.,"Trong quá trình phát triển sau dịch bệnh, các du khách có thể khám phá nhiều địa điểm du lịch lý thú.",Intrinsic-Hal
uit_Adver_2074_3_21_11,"Tối 23/5, ông Nguyễn Quốc Hoàn, Phó chủ tịch UBND quận Hoàn Kiếm cho hay, tại toà nhà Công ty T&T, chính quyền xác định 76 trường hợp liên quan.","Tối 23/5, chủ tịch UBND Hà Nội kiểm tra toà nhà Công ty T&T xem còn những giấy tờ liên quan.",Intrinsic-Hal
uit_Adver_2489_3_11_13,"Theo khảo sát của của Viện Nghiên cứu Xã hội, Kinh tế và Môi trường (iSEE), 3 nơi mà cộng đồng LGBT phải đối mặt với hiện trạng phân biệt đối xử nhiều nhất là: gia đình, trường học và nơi làm việc.",Nơi chính ra phải là nơi bình yên nhất lại chính là nơi khiến cho nhiều người LGBT cảm thấy phân biệt đối xử là gia đình.,Entailment
uit_Adver_1147_1_31_06,"Habeco năm nay đặt mục tiêu lợi nhuận một nửa, theo Chủ tịch Habeco Trần Đình Thanh giải thích là để ""dự phòng rủi ro Covid-19 vẫn rất phức tạp"".",Lợi nhuận năm sau của Habeco được dự đoán sẽ tiếp tục bằng một nửa do tình hình dịch vẫn còn diễn biến phức tạp.,Extrinsic-Hal
uit_Adver_2339_1_21_12,"Không lâu sau lần ra mắt toàn cầu hôm 23/2, Harley-Davidson Pan America 1250 cập bến Việt Nam, nhập khẩu Thái Lan.",Thái Lan hay còn gọi là đất nước mặt trời mọc đã nhập khẩu Harley-Davidson Pan America 1250 sang Việt Nam.,Intrinsic-Hal
uit_Adver_2100_4_31_11,"Lính cứu hỏa chia làm nhiều mũi, làm mát xung quanh khu vực cháy, chia cắt không cho lửa lan rộng và di chuyển các lốp cao su chưa bị cháy ra xa.",Lính cứu đã kiên cường dũng cảm khi vận chuyển các lốp cao su chưa bị cháy ra xa khỏi đám cháy.,Extrinsic-Hal
uit_Adver_718_5_11_04,Con vật bắt đầu quen với Foster và máy quay sau hơn 100 ngày anh ở dưới nước.,Kết thân với một loài vật khó trên bờ đã rất khó đằng này là với một sinh vật ở biển.,Entailment
uit_Adver_816_3_21_05,"Sự đa dạng này cho thấy thương long, nhóm thằn lằn biển khổng lồ có họ với rắn và rồng Komodo, vẫn phát triển tốt trong vài triệu năm cuối của kỷ Phấn Trắng, trước khi cuộc đại tuyệt chủng xảy ra do một thiên thạch đâm xuống Trái Đất cách đây 66 triệu năm.",Thằn lằn biển khổng lồ bị tuyệt chủng do thiên thạch đâm trúng cuối kỷ Phấn Trắng.,Intrinsic-Hal
uit_Adver_1741_1_31_09,"Cảnh sát Israel và dân thường Palestine tiếp tục đụng độ tại thánh địa Jerusalem hôm nay, khiến ít nhất 180 người bị thương.",Hơn 180 người bị thương bao gồm cảnh sát và dân thường.,Extrinsic-Hal
uit_Adver_408_2_21_03,"MBA (thạc sĩ quản trị kinh doanh) là chương trình phổ biến, được nhiều trường tên tuổi trên thế giới đào tạo.",MBA là chương trình truyền hình nổi tiếng.,Intrinsic-Hal
uit_Adver_2073_3_31_11,"Theo truy vết của ngành y tế Bắc Giang, một trong hai ca nhiễm là nữ công nhân 25 tuổi, quê xã Lão Hộ (Yên Dũng), làm việc tại bộ phận Network của Công ty TNHH Samsung Electronics Việt Nam tại Khu công nghiệp Yên Phong (Bắc Ninh).",Hai ca nhiễm là nữ.,Extrinsic-Hal
uit_Adver_2478_1_31_13,"Xem nơi làm việc như ngôi nhà thứ hai, Samet Wahyudi bàn với vợ đặt tên con là ""Phòng truyền thông thông tin thống kê"".","Samet Wabyudi đặt tên con là ""Phòng truyền thông thông tin thống kê"".",Extrinsic-Hal
uit_Adver_1119_4_31_06,"Đến cuối năm 2020, doanh nghiệp nắm quỹ đất 459,6 ha tại nhiều địa phương như Bình Định, Quảng Ngãi, Phú Quốc, Bình Dương, Bà Rịa - Vũng Tàu, Đồng Nai... Tương ứng với quỹ đất khủng này, giá trị của rổ hàng nằm ở các dự án cũng cực lớn, tính đến cuối quý I/2021 gồm các dự án Phước Hải (1.371 tỷ đồng), The EverRich 2 (River City, 3.604 tỷ đồng), Tropicana Bến Thành Long Hải (1.988 tỷ đồng) và Khu đô thị Du lịch Sinh thái Nhơn Hội (1.393 tỷ đồng).",Dự án Tropicana Bến Thành Long Hải được khởi công xây dựng vào cuối năm 2020.,Extrinsic-Hal
uit_Adver_638_3_11_04,"Cô không hẹn hò ai bốn năm qua, dù thường xuyên đi xem mặt, được người thân và bạn bè mai mối.",Đây là năm thứ 4 cô không có ai để yêu.,Entailment
uit_Adver_1147_2_11_06,"Theo kế hoạch năm 2021, Tổng công ty Bia, rượu, nước giải khát Hà Nội (Habeco) đặt ra mục tiêu lợi nhuận trước thuế hơn 319 tỷ đồng, tỷ lệ cổ tức dự kiến 6,5%.",Lợi nhuận khi chưa thực hiện nghĩa vụ tài chính của Habeco được đặt ra là hơn 300 tỷ VNĐ.,Entailment
uit_Adver_298_1_11_02,"Sở Du lịch phát động cuộc thi Trải nghiệm du lịch Quảng Bình, với tổng giá trị giải thưởng 150 triệu đồng cho khách từng đến tỉnh này du lịch.",Tổng giải thưởng lên đến hơn $6000.,Entailment
uit_Adver_1401_3_21_08,"Hôm qua, kết quả giải mã trình tự gene nCoV của 5 người bệnh thuộc cụm dịch truyền giáo đều thuộc biến chủng Ấn Độ.",5 người bệnh đều truyền giáo ở Ấn Độ.,Intrinsic-Hal
uit_Adver_2577_1_11_13,"Cạnh hoa, rượu và hồ nước mênh mông, cặp đôi cùng quỳ xuống và vô cùng ngạc nhiên khi biết nửa kia cũng muốn nói điều mình giống y như mình.",Cặp đôi bất ngờ khi 2 người vừa nói trùng nhau.,Entailment
uit_Adver_1689_4_21_09,"Nhà Trắng ra tuyên bố về cuộc hội đàm Biden - Netanyahu, cho biết Biden lên án các cuộc tấn công bằng rocket của Hamas và các nhóm khác nhằm vào các mục tiêu ở Israel, đồng thời ""thể hiện sự ủng hộ vững chắc đối với an ninh Israel và quyền bảo vệ đất nước cùng người dân chính đáng của Israel"".","Cuộc hội đàm Biden - Netanyahu đã thất bại, chẳng nói chuyện được.",Intrinsic-Hal
uit_Adver_1892_3_11_10,"Với ngày tổ chức mới, Ban tổ chức bảo lưu toàn bộ quyền lợi Bib của các vận động viên.",Số báo danh của các vận động viên giống với số báo danh cũ.,Entailment
uit_Adver_2074_1_11_11,"Chính quyền dựng rào chắn, phun khử khuẩn tòa nhà công ty T&T ở số 2 Phạm Sư Mạnh và tòa H2 khu đô thị Việt Hưng để truy vết.",Tòa nhà ở số 2 Phạm Sư Mạnh được chính quyền dùng biện pháp mạnh cách ly tập thể.,Entailment
uit_Adver_986_4_31_05,"""Giống như lực hấp dẫn của Mặt Trăng ảnh hưởng tới các đại dương trên Trái Đất, khiến thủy triều dâng lên và rút đi, hố đen cũng làm ngôi sao biến dạng giống quả bóng đá với một trục dài hơn trục kia"", đồng tác giả nghiên cứu Todd Thompson ở Đại học Ohio, giải thích.",Hố đen và lực hấp dẫn của Mặt Trăng cùng làm biến dạng ngôi sao.,Extrinsic-Hal
uit_Adver_1012_5_11_06,"Nano Technologies đang cung cấp giải pháp ứng lương, thống kê thu nhập và giáo dục quản lý tài chính cho người lao động thông qua ứng dụng có tên là VUI.",Người lao động ứng lương thông qua một ứng dụng của công ty Nano Technologies được gọi là VUI.,Entailment
uit_Adver_928_1_31_05,"Michael Collins, phi hành gia trong sứ mệnh đổ bộ Mặt Trăng đầu tiên của nhân loại, đã trút hơi thở cuối cùng vào hôm qua ở tuổi 91.",Phi hành gia Michael Collins là nhân loại đầu tiên đặt chân lên Mặt Trăng.,Extrinsic-Hal
uit_Adver_1683_5_31_09,"Dù các thành phần này có thể nhiễm xạ nhẹ, một nhóm nhà khoa học làm việc cho Chernobyl Spirit đã xác nhận không có dấu hiệu phóng xạ sau quá trình chưng cất rượu.",Các thành phần nhiễm xạ nhẹ khi kết hợp với nhau chắc chắn sẽ cho ra sản phẩm không bị phóng xạ.,Extrinsic-Hal
uit_Adver_1362_3_21_07,Lộc không có nghề nghiệp ổn định.,Đối tượng Lộc là trẻ vị thành niên.,Intrinsic-Hal
uit_Adver_2031_3_31_11,Tài xế Nguyễn Duy Cường và những người trên xe xuống khai báo.,Các nhân viên trực chốt đều phải kiểm tra thông tin người qua lại chốt mỗi ngày.,Extrinsic-Hal
uit_Adver_1837_4_31_10,"Sau chiến thắng quan trọng trên sân Old Trafford, Liverpool nhảy lên thứ năm Ngoại hạng Anh.","Với chiến thắng quan trọng trên sân Old Trafford, Liverpool có thể dễ dàng vô địch Ngoại hạng Anh.",Extrinsic-Hal
uit_Adver_762_5_31_04,"Lý Gia Hân kết hôn với Hứa Tấn Hanh năm 2008, con trai năm nay 10 tuổi.",Gia Hân có thời gian yêu đương và chịu nhiều tai tiếng trước khi kết hôn với Hứa Tấn Hanh.,Extrinsic-Hal
uit_Adver_240_4_21_02,"Trong 4 ngày nghỉ lễ (30/4-3/5), lượng khách du lịch đến Đà Lạt ước đạt 145.500 lượt, tăng 179,8% so với cùng kỳ năm ngoái, trong đó khách lưu trú đạt trên 122.000 lượt.",30/4 là nghỉ quốc khánh của nước cộng hòa xã hội chủ nghĩa Việt Nam.,Intrinsic-Hal
uit_Adver_1733_3_21_09,Nhóm VOC gồm những biến chủng nCoV nguy hiểm hơn bản gốc nhờ khả năng lây nhiễm và gây chết người cao hơn hoặc kháng vaccine mạnh hơn.,Hình ảnh loại virus mới được thí nghiệm giúp vaccin phát huy mạnh hơn.,Intrinsic-Hal
uit_Adver_789_3_21_04,"Các fan của Taylor Swift trước đó phát hiện tên của Alwyn được thêm vào danh sách những người đoạt Grammy trên website giải thưởng, bên cạnh hai nhà sản xuất Aaron Dessner và Jack Antonoff.",Các fan của Alwyn đã tìm ra tên 2 nhà sản xuất đại tài là Aaron Dessner và Jack Antonoff trên bảng dự thi Grammy của website giải thưởng.,Intrinsic-Hal
uit_Adver_1340_5_11_07,"Sau khi gây án, nghi can Phú cố thủ trong nhà 3 tầng xây kiên cố.",Phú trốn tránh trách nhiệm sau khi phạm tội.,Entailment
uit_Adver_1815_4_31_10,"Sau khi loại Real ở bán kết Champions League, Chelsea có cơ hội đoạt cú đúp danh hiệu.",Ở trận giải trước người chiến thắng là Chelsea.,Extrinsic-Hal
